ID,Category,Question,Answer1,Answer2,Answer3,Answer4,Answer5,Answer6,Answer7,Answer8,Answer9,Answer10,CorrectAns1,CorrectAns2,CorrectAns3
126,PEOPLE & ORGANIZATION,"About the whole corporate, which of the following is not included in the project management process?",Initiation,Planning,Execution,Checking,NIL,NIL,NIL,NIL,NIL,NIL,Checking,NIL,NIL
127,PEOPLE & ORGANIZATION,When do you check safety equipment on machines?,At beginning of the shift & before it is to be used,At the end of week,Before to be used,When I want,NIL,NIL,NIL,NIL,NIL,NIL,At beginning of the shift & before it is to be used,NIL,NIL
128,PEOPLE & ORGANIZATION,What is not allowed during work time,Use mobile phone,Check the specification,Check materials,Stop the machine,NIL,NIL,NIL,NIL,NIL,NIL,Use mobile phone,NIL,NIL
129,PEOPLE & ORGANIZATION,In case of accident who should be informed,Direct superior,Safety responsible,Area manager,Plant manager,NIL,NIL,NIL,NIL,NIL,NIL,Direct superior,NIL,NIL
130,PEOPLE & ORGANIZATION,Who can work on a production machine,Only qualified operators,All production operators,Only trainers,Only Continental employees,NIL,NIL,NIL,NIL,NIL,NIL,----,NIL,NIL
131,PEOPLE & ORGANIZATION,When you can use a defect minicar,Never,When is necessary,When we don't have a good one,Depend on the situation,NIL,NIL,NIL,NIL,NIL,NIL,Never,NIL,NIL
132,PEOPLE & ORGANIZATION,Where you can smoke,Only in special places outside of plant,Everywhere,Outside of plant,Inside of plant,NIL,NIL,NIL,NIL,NIL,NIL,Only in special places outside of plant,NIL,NIL
133,PEOPLE & ORGANIZATION,Safety rules fulfilment are:,Mandatory,Benevolent,Sometimes good,Good,NIL,NIL,NIL,NIL,NIL,NIL,Mandatory,NIL,NIL
134,PEOPLE & ORGANIZATION,When you can repair your machine,Never,Always,When is necessary,When I can do it,NIL,NIL,NIL,NIL,NIL,NIL,Never,NIL,NIL
135,PEOPLE & ORGANIZATION,When you can not use safety equipment,Never,When is necessary,When we don't have a good one,Depend on the situation,NIL,NIL,NIL,NIL,NIL,NIL,Never,NIL,NIL
136,PEOPLE & ORGANIZATION,Where you can use safety equipment,At work,At home,On holiday,Depend on the situation,NIL,NIL,NIL,NIL,NIL,NIL,At work,NIL,NIL
137,PEOPLE & ORGANIZATION,Regular training for safety are,Mandatory,Optional,Unplanned,Nice,NIL,NIL,NIL,NIL,NIL,NIL,Mandatory,NIL,NIL
138,PEOPLE & ORGANIZATION,What you can drink at work,Water,Beer,Wine,Gin tonic,NIL,NIL,NIL,NIL,NIL,NIL,Water,NIL,NIL
139,PEOPLE & ORGANIZATION,What you should do in case of missing material,Announce direct supervisor,Go home,Wait,Take a break,NIL,NIL,NIL,NIL,NIL,NIL,---,NIL,NIL
140,PEOPLE & ORGANIZATION,What you should do if you saw a fire,Call 333,Nothing,Go home,Take pictures,NIL,NIL,NIL,NIL,NIL,NIL,---,NIL,NIL
141,PEOPLE & ORGANIZATION,When you can use a defect minicar,Never,When is necessary,When we don't have a good one,Depend on the situation,NIL,NIL,NIL,NIL,NIL,NIL,---,NIL,NIL
142,PEOPLE & ORGANIZATION,Whom is responsible for quality,All,Quality department,Production,Management,NIL,NIL,NIL,NIL,NIL,NIL,All,NIL,NIL
143,PEOPLE & ORGANIZATION,"How is communicated:""our global quality understanding""",By TV news,In quality policy,Notification,Advertising,NIL,NIL,NIL,NIL,NIL,NIL,In quality policy,NIL,NIL
144,PEOPLE & ORGANIZATION,TDMS boards are deployed in the plant for improving ?,5S,Communication,Team approach,All,NIL,NIL,NIL,NIL,NIL,NIL,All,NIL,NIL
145,PEOPLE & ORGANIZATION,CFT approach in Control Plan & FMEA Stands for ,Critical Factor Test,Cross Functional Team,Care For Tires,Character Tor Tires,NIL,NIL,NIL,NIL,NIL,NIL,Cross Functional Team,NIL,NIL
146,PEOPLE & ORGANIZATION,Globally capabilities at Continental are also known as ?,4D,5W2H,Big 6,Core Values,NIL,NIL,NIL,NIL,NIL,NIL,Big 6,NIL,NIL
147,PEOPLE & ORGANIZATION,Continental value(s) is ?,Freedom to act,For one another,Passion to win,All of these,NIL,NIL,NIL,NIL,NIL,NIL,All of these,NIL,NIL
148,PEOPLE & ORGANIZATION,"As part of Corporate Social Responsibility (CSR) & as a member of the United Nations Global Compact, we are committed towards",Human rights,Anti-corruption,Environment,All of these,NIL,NIL,NIL,NIL,NIL,NIL,All of these,NIL,NIL
149,PEOPLE & ORGANIZATION,Continental's quality strategy is based on …..dimensions ?,2,4,5,8,NIL,NIL,NIL,NIL,NIL,NIL,5,NIL,NIL
150,PEOPLE & ORGANIZATION,How many guiding principles are their in our Global Quality Policy Understanding ?,4,5,6,8,NIL,NIL,NIL,NIL,NIL,NIL,5,NIL,NIL
151,PEOPLE & ORGANIZATION,The guiding principle(s) that express our understanding of quality is ?,Customer satisfaction,Together,Structured,All of these,NIL,NIL,NIL,NIL,NIL,NIL,All of these,NIL,NIL
152,PEOPLE & ORGANIZATION,"The guiding principle fits for "" Of course, quality must be considered in context together with other success factors such as cost, speed, and innovations"" is ?",Customer satisfaction,Together,Structured,Holistic,NIL,NIL,NIL,NIL,NIL,NIL,Holistic,NIL,NIL
153,PEOPLE & ORGANIZATION,"This statement "" The future starts earlier with Continental "" best fits in Continental Corporation's ?",Mission,Vision,Values,None of these,NIL,NIL,NIL,NIL,NIL,NIL,Mission,NIL,NIL
154,PEOPLE & ORGANIZATION,When was Continental founded ?,"October 8, 1918","October 8, 1781","October 8, 1871","October 8, 1971",NIL,NIL,NIL,NIL,NIL,NIL,"October 8, 1871",NIL,NIL
155,PEOPLE & ORGANIZATION,"Your Mobility. Your Freedom. Our Signature, this best fits with Continental Corporation's ?",Mission,Vision,Values,None of these,NIL,NIL,NIL,NIL,NIL,NIL,Vision,NIL,NIL
156,PEOPLE & ORGANIZATION,What is KPI  ?,Key Performance Index,Key Position Index,Key Position Indicator,Key Performance Indicator,NIL,NIL,NIL,NIL,NIL,NIL,Key Performance Indicator,NIL,NIL
157,PEOPLE & ORGANIZATION,PPE stands for?,Product Protective Equipment,Process Protective equipment,Process Personal Equipment,Personal Protective Equipment,NIL,NIL,NIL,NIL,NIL,NIL,Personal Protective Equipment,NIL,NIL
158,PEOPLE & ORGANIZATION,Which of the following is not one of the 4 Continental basic guidelines?,For one another,Freedom to act,Challenge,Passion to win,NIL,NIL,NIL,NIL,NIL,NIL,Challenge,NIL,NIL
159,PEOPLE & ORGANIZATION,What does KAI in KAIZEN?,Change,Different,Correct,Good,NIL,NIL,NIL,NIL,NIL,NIL,Change,NIL,NIL
160,PEOPLE & ORGANIZATION,What does ZEN In KAIZEN?,Good,Bad,Solution,Root Cause,NIL,NIL,NIL,NIL,NIL,NIL,Good,NIL,NIL
161,PEOPLE & ORGANIZATION, What does mean by PDCA method?,Production-Do-Check-Analysis,Plan-Do-Check-Act,Plan-Do-Check-Analysis,Plant- Daily-Check-Action,NIL,NIL,NIL,NIL,NIL,NIL,Plan-Do-Check-Act,NIL,NIL
162,PEOPLE & ORGANIZATION,Quality is produced by ?,Quality department,Product industrialization department,Production department,Final finishing area,NIL,NIL,NIL,NIL,NIL,NIL,Production department,NIL,NIL
163,PEOPLE & ORGANIZATION,Kaizen and gamba involve ?,Support department only,All and especially our operators,Technicians and engineers only,CBS experts only,NIL,NIL,NIL,NIL,NIL,NIL,All and especially our operators,NIL,NIL
164,PEOPLE & ORGANIZATION," For quality, we have to promote ?",Team work,Expert,Single fighter,Experienced people,NIL,NIL,NIL,NIL,NIL,NIL,Team work,NIL,NIL
165,PEOPLE & ORGANIZATION,Training is ?,In the training book only,Finished when people is validated,Completed after 6 month,Extensive,NIL,NIL,NIL,NIL,NIL,NIL,Extensive,NIL,NIL
166,PEOPLE & ORGANIZATION,Quality department is responsible to ?,Give disciplinary measure to operators,Attack the scraps,Apply and audit the quality requirements,Obtain good quality,NIL,NIL,NIL,NIL,NIL,NIL,Apply and audit the quality requirements,NIL,NIL
167,PEOPLE & ORGANIZATION,"If a mistake happens, it has to be ?",Hidden,Communicated,Ignored,Put under silence,NIL,NIL,NIL,NIL,NIL,NIL,Communicated,NIL,NIL
168,PEOPLE & ORGANIZATION,The shift leader recruitment is right because the person knows how to ?,Lead a team and organize the shop floor,Drive the machines,Use many soft wares on computer,Drive a forklift,NIL,NIL,NIL,NIL,NIL,NIL,Lead a team and organize the shop floor,NIL,NIL
169,PEOPLE & ORGANIZATION,Quality must be ?,Supplier representative,Logistic representative,Product and process representative,Customer representative,NIL,NIL,NIL,NIL,NIL,NIL,Customer representative,NIL,NIL
170,PEOPLE & ORGANIZATION,Quality organization ?,Can be decided by the plant manager,Can be part of the production department,Must be a standard plant organization,Can be present only on day shift,NIL,NIL,NIL,NIL,NIL,NIL,Must be a standard plant organization,NIL,NIL
171,PEOPLE & ORGANIZATION,"Regarding quality issues, one voice principle means only ?",Production speaks to customer,Dedicated quality members speaks to customer,Plant manager speaks to customer,HR speaks to customer,NIL,NIL,NIL,NIL,NIL,NIL,Dedicated quality members speaks to customer,NIL,NIL
172,PEOPLE & ORGANIZATION,Quality management requires ?,A constant communication,One communication per year,Communication only when quality issue,No communication ,NIL,NIL,NIL,NIL,NIL,NIL,A constant communication,NIL,NIL
173,PEOPLE & ORGANIZATION,Improvement is ?,Done once,Ending when perfect,Not necessary,Never ending,NIL,NIL,NIL,NIL,NIL,NIL,Never ending,NIL,NIL
174,PEOPLE & ORGANIZATION,When a quality issue happens which required a solving system repport ?,We can take any type of form ,Only quality people can pilot the tool,We must be demanding for a standard form,We can launch the tool one week later,NIL,NIL,NIL,NIL,NIL,NIL,We must be demanding for a standard form,NIL,NIL
175,PEOPLE & ORGANIZATION,"Facing a quality issue, a solving system report is required ?",When some one in the organization decides,According to the formalized plant guide line,When the quality manager decides,When it is required by the customer,NIL,NIL,NIL,NIL,NIL,NIL,According to the formalized plant guide line,NIL,NIL
176,PEOPLE & ORGANIZATION,"Local fmea, control plan and record system are put in place and updated by ?",Each area quality assurance coordinator,The quality system engineer only,The quality manager only,By Central quality team,NIL,NIL,NIL,NIL,NIL,NIL,Each area quality assurance coordinator,NIL,NIL
177,PEOPLE & ORGANIZATION,The content of the local control plan must be realized by ?,The area quality assurance coordinator,The shift leader,The trainer,The operator,NIL,NIL,NIL,NIL,NIL,NIL,The operator,NIL,NIL
178,PEOPLE & ORGANIZATION,Which symbol indicates a product characteristic in link with the customer specification ?,The paragraph,"The question mark ""?""",The key,"The 3 letters ""QDA""",NIL,NIL,NIL,NIL,NIL,NIL,The key,NIL,NIL
179,PEOPLE & ORGANIZATION,Which symbol indicates a product characteristic in link with legal requirements ?,The key,The paragraph,"The 3 letters ""QDA""","The question mark ""?""",NIL,NIL,NIL,NIL,NIL,NIL,The paragraph,NIL,NIL
180,PEOPLE & ORGANIZATION,Shift change communication must be done between ?,"All shift members (leaders, operators, trainers,…)",The maintenance people only,The shift leaders only,The trainers only,NIL,NIL,NIL,NIL,NIL,NIL,"All shift members (leaders, operators, trainers,…)",NIL,NIL
181,PEOPLE & ORGANIZATION,"As operator, what must be done after operator change, product change or machine stoppage (shift change, set up, preventive maintenance,…) ?",Start the production normally,Start the production slowly,Wait until my shift leader tell me to start,Job set up verification / self control,NIL,NIL,NIL,NIL,NIL,NIL,Job set up verification / self control,NIL,NIL
182,PEOPLE & ORGANIZATION,"As operator, what should be done when the job set up verification or self control is not right ?",Record and start anyway,Correct if possible and start,"Correct if possible and record, if not call the SL",Start and block the produced parts,NIL,NIL,NIL,NIL,NIL,NIL,"Correct if possible and record, if not call the SL",NIL,NIL
183,PEOPLE & ORGANIZATION,"As operator, what should be done when the poka yoke is out of order ?",Produce anyway,Stop the production and call the shift leader,Produced at low speed,Change the product (setup),NIL,NIL,NIL,NIL,NIL,NIL,Stop the production and call the shift leader,NIL,NIL
184,PEOPLE & ORGANIZATION,"As shift leader, what should be done with the produced parts when the poka yoke is out of order ?",To be blocked,Nothing,To be scrapped,To be reworked,NIL,NIL,NIL,NIL,NIL,NIL,To be blocked,NIL,NIL
185,PEOPLE & ORGANIZATION,"As shift leader, what should be done with the current production when the poka yoke is out of order ?",Nothing more,Just produce at slow speed,Call final finishing for more attention ,Reinforce the check under waver,NIL,NIL,NIL,NIL,NIL,NIL,Reinforce the check under waver,NIL,NIL
186,PEOPLE & ORGANIZATION,"As shift leader, an operator in coming back from long sickness, I must ?",Put the operator at his usual working station,Give the operator a non value added job,Interview the operator to organize his restart ,Tell the operator to come back later,NIL,NIL,NIL,NIL,NIL,NIL,Interview the operator to organize his restart ,NIL,NIL
187,PEOPLE & ORGANIZATION,"As shift leader, we are running under the volume objective, I must ?",Increase the machine standard speed,Respect all the standard and the scheduling plan,Skip the scheduling orders (less setup),Restart blocked machine for quality reason,NIL,NIL,NIL,NIL,NIL,NIL,Respect all the standard and the scheduling plan,NIL,NIL
188,PEOPLE & ORGANIZATION,“Jidoka” is:,Asian software system,Intelligent automation,Continental branch in Asia,Martial arts technique,NIL,NIL,NIL,NIL,NIL,NIL,Intelligent automation,NIL,NIL
189,PEOPLE & ORGANIZATION,A data-driven improvement cycle used for improving and stabilizing business processes and designs is called:,Kaizen,DMAIC,Deming cycle,Cycle time,NIL,NIL,NIL,NIL,NIL,NIL,DMAIC,NIL,NIL
190,PEOPLE & ORGANIZATION,What is not part of the DMAIC?,Measure,Analyze,Control,Import,NIL,NIL,NIL,NIL,NIL,NIL,Import,NIL,NIL
191,PEOPLE & ORGANIZATION,What is not part of the DMAIC?,Define,Confirm,Analyze,Measure,NIL,NIL,NIL,NIL,NIL,NIL,Confirm,NIL,NIL
192,PEOPLE & ORGANIZATION,What is not part of the DMAIC?,Automatize,Control,Define,Improve,NIL,NIL,NIL,NIL,NIL,NIL,Automatize,NIL,NIL
193,PEOPLE & ORGANIZATION,What is “Kanban”?,Team building method,Alteration of the canvas business model,Waste,System to control logistical chain,NIL,NIL,NIL,NIL,NIL,NIL,System to control logistical chain,NIL,NIL
194,PEOPLE & ORGANIZATION,Kanban is related to which production optimization technique?,Lean management,Just in time manufacturing,Multivariate optimization,Engineer-to-order,NIL,NIL,NIL,NIL,NIL,NIL,Just in time manufacturing,NIL,NIL
195,PEOPLE & ORGANIZATION,The abbreviation “ppm” means:,Parts per million,Parts per minute,Proactive power management,Personal program manager,NIL,NIL,NIL,NIL,NIL,NIL,Parts per million,NIL,NIL
196,PEOPLE & ORGANIZATION,“PPAP” means:,Production part approval process,Productive process action plan,Product placement automation plan,Practical production approval program,NIL,NIL,NIL,NIL,NIL,NIL,Production part approval process,NIL,NIL
197,PEOPLE & ORGANIZATION,The production part approval process is mandatory for:,Newly developed products,Production relocation,Practical production approval ,Production part approval process,NIL,NIL,NIL,NIL,NIL,NIL,Production part approval process,NIL,NIL
198,PEOPLE & ORGANIZATION,PPAP helps approving production designs and processes at what point of manufacturing?,Before,After,During,All of the answers are correct,NIL,NIL,NIL,NIL,NIL,NIL,All of the answers are correct,NIL,NIL
199,PEOPLE & ORGANIZATION,The procedure of examining manufactured products if they meet the defined requirements is called:,Productivity measurement,Estimation of effectiveness,Sample part inspection,Automatic optical inspection,NIL,NIL,NIL,NIL,NIL,NIL,Sample part inspection,NIL,NIL
200,PEOPLE & ORGANIZATION,"What does ""SOP"" mean?",Standard operation process,Supervisor of production,Start of production,Safety operations program,NIL,NIL,NIL,NIL,NIL,NIL,Start of production,NIL,NIL
201,PEOPLE & ORGANIZATION,What is inevitable before shipping products to the planned destination?,Jidoka,Production part approval process,Black-box-testing,Root cause analysis,NIL,NIL,NIL,NIL,NIL,NIL,Production part approval process,NIL,NIL
202,PEOPLE & ORGANIZATION,Which testing procedure ensures the electromagnetic compatibility?,EMI,EMC,EC,EMCB,NIL,NIL,NIL,NIL,NIL,NIL,EMC,NIL,NIL
203,PEOPLE & ORGANIZATION,The EMC testing method ensures:,Electromagnetic capability,External management communication,Electromagnetic compatibility,Enterprise mobile connection,NIL,NIL,NIL,NIL,NIL,NIL,Electromagnetic compatibility,NIL,NIL
204,PEOPLE & ORGANIZATION,What is another term for first pass yield?,First part approval,Throughput yield,Pass at once,Spare part yield,NIL,NIL,NIL,NIL,NIL,NIL,Throughput yield,NIL,NIL
205,PEOPLE & ORGANIZATION,What products are counted out of an individual process to be first pass yield?,Parts with newest technology,Defectives only,Spare parts,Only good units with no rework,NIL,NIL,NIL,NIL,NIL,NIL,Only good units with no rework,NIL,NIL
206,PEOPLE & ORGANIZATION,What does FPY mean?,First probable year,Frequency progress yield,First pass yield,Finished product yield,NIL,NIL,NIL,NIL,NIL,NIL,First pass yield,NIL,NIL
207,PEOPLE & ORGANIZATION,How to achieve zero failures ?,With control chart,With the Right First Time method,With a MSA,With a KPI,NIL,NIL,NIL,NIL,NIL,NIL,With the Right First Time method,NIL,NIL
208,PEOPLE & ORGANIZATION,Which is not the 4 core values of Continental?,Trust,Passion to win,Freedom to act,Customer satisfaction,NIL,NIL,NIL,NIL,NIL,NIL,Customer satisfaction,NIL,NIL
209,PEOPLE & ORGANIZATION,Which is not part of the Quality policy in Continental?,Customer satisfaction,Trust,Together,From the beginning,NIL,NIL,NIL,NIL,NIL,NIL,Trust,NIL,NIL
210,PEOPLE & ORGANIZATION,Which department is not in 341 team?,Finance,PI,QM,Production,NIL,NIL,NIL,NIL,NIL,NIL,Finance,NIL,NIL
211,PEOPLE & ORGANIZATION,Which department is not in the business team?,Engineering,HR,Production,QM,NIL,NIL,NIL,NIL,NIL,NIL,HR,NIL,NIL
212,PEOPLE & ORGANIZATION,The training a new employee get when he joins Continental is called_____,On-job training,Orientation training,External training,Internal training,NIL,NIL,NIL,NIL,NIL,NIL,Orientation training,NIL,NIL
